company_name,website,country,employee_count,industry,travel_category,page_title,b2c_score,b2c_reasoning,source_file,line_number
Rosen Inn,https://rosenhotels.com,United States,920,Unknown,,Rosen Hotels & Resorts | Serving Greater Orlando,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,73705
procare transportation and language services,https://theprocare.com,United States,120,Unknown,, ProCare,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,73706
Victory Casino Cruises,https://victorycasinocruises.com,United States,42,Unknown,,Victory Casino Cruises | Cruise Ship from Port Canaveral,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,73711
WEA Adult Learning,https://wea-sa.com.au,Australia,37,Unknown,,WEA South Australia - Adult Education for Lifelong Learning,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,73722
The Drexelbrook,https://thedrexelbrook.com,United States,57,Unknown,,The Drexelbrook: Drexel Hill's Special Event Center,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,73802
Onni Group of Companies,https://onni.com,Canada,19,Unknown,,Real Estate Developers | Onni Group of Companies,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,73828
hospitality management corporation,https://hospitalitymgt.com,United States,91,Unknown,,Hospitality Management Corporation | Hotel Management Company,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,74004
Gloucestershire Airport,https://gloucestershireairport.co.uk,United Kingdom,42,Unknown,,Welcome to Gloucestershire Airport – Gloucestershire Airport,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,74075
Joshua Creek Ranch,https://joshuacreek.com,United States,27,Unknown,,A Premier Hunting Lodge & Texas Hill Country Sporting Resort Since 1990 | Joshua Creek Ranch,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,74177
Mason Transit,https://masontransit.org,United States,32,Unknown,,Mason Transit – Providing public transit to Mason County and beyond since 1992!,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,74202
Smaller Earth Group,https://smallerearthgroup.com,United Kingdom,17,Unknown,,Smaller Earth Group: A Global Leader in Life-changing Cultural Exchange,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,74219
H&W Management,https://hwhotels.com,United States,46,Unknown,,Home - HW Hotels,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,74245
Treasure Bay Casino and Hotel,https://treasurebay.com,United States,390,Unknown,,"Treasure Bay Casino and Hotel - Biloxi, MS - Hotel Casino",Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,74308
The Jet,https://thejet.coach,United States,19,Unknown,,We call it The Jet. | The Jet,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,74334
The Umstead Hotel and Spa,https://theumstead.com,United States,270,Unknown,,"The Umstead Hotel and Spa - Luxury Hotel in Cary, NC",Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,74396
Gerber Hotels #teamgerberhotels,https://ghjobs.at,Austria,12,Unknown,,GHJOBS - Jobs Tirol : Arbeiten bei den Gerber Hotels,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,74422
Korman Communities,https://korman.com,United States,1300,Unknown,,Korman Communities Residential Properties + Real Estate,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,74426
Pioneer Valley Hotel Group,https://pvhg.com,United States,26,Unknown,,Pioneer Valley Hotel Group,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,74493
Boutique Travel Services,https://boutiquetravelservices.com,Canada,13,Unknown,,Boutique – Travel Service,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,74498
Global Access Meetings,https://globalaccessmeetings.com,United States,11,Unknown,,Global Access Meetings | White Glove Corporate Event Planning,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,74500
Regal Hospitality Inc.,https://regalhospitalityinc.com,United States,54,Unknown,,REGAL HOSPITALITY – Hospitality. Demonstrated.,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,74613
Corporate Stays,https://corporatestays.com,Canada,91,Unknown,,Furnished Apartment Rentals & Corporate Suites in Canada,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,74765
Wild Terrains,https://wildterrains.com,United States,13,Unknown,,Wild Terrains | Women Only Tours,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,74789
"Continuing Education, Inc.",https://continuingeducation.net,United States,28,Unknown,,"Continuing Education, Inc. - CME Cruise Conferences. Continuing Medical Education and Dental CE Seminars at Sea.",Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,74800
Joshua Expeditions,https://joshuaexpeditions.org,United States,77,Unknown,,Joshua Expeditions,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,74827
Dew Drop Inn,https://dewdropinnnola.com,United States,41,Unknown,,Dew Drop Inn | NOLA Legendary Music Venue & Hotel,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,74855
My Africa,https://myafrica.co.za,United Kingdom,14,Unknown,,My Africa | Safari & Tour operator in Hoedspruit | South Africa,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,75081
Weston Hall,https://weston-hall.co.uk,United Kingdom,19,Unknown,,"Weston Hall | Weddings, Hotel & Restaurant in Staffordshire - Weston Hall",Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,75115
Blackstone Valley Tourism Council,https://blackstonevalleytourismcouncil.org,United States,28,Unknown,,Blackstone Valley Tourism Council – To inspire and increase sustainable tourism in RI's Blackstone River Valley,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,75152
Brutger Equities Inc,https://brutgerequities.com,United States,33,Unknown,,Brutger Equities - Property Management Central Minnesota,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,75185
Naples Hotel Group,https://napleshotelgroup.com,United States,120,Unknown,,Florida Hotel Management & Development Company | Naples Hotel Group,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,75224
Wynford,https://wynfordtwg.com,Canada,160,Unknown,,Home - Wynfordtwg,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,75227
Lavanda,https://getlavanda.com,United Kingdom,150,Unknown,,Home - Lavanda,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,75228
SVF International,https://gruposvf.com,United States,190,Unknown,,"Grupo SVF – Soluciones Integrales en Maquinaria, Energía, Aviación y Agropecuaria | Atención 24 horas - Grupo SVF",Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,75409
Liberty Hotel Group,https://libertyhotelgroup.com,United States,12,Unknown,,Management Investment Hotels | Liberty Hotel Group | Libert MO.,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,75434
The Rentalz Company,https://rentalzcompany.com,United States,21,Unknown,,The Rentalz Company,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,75439
BenchMark Incentives,https://benchmarkincentives.com,United States,11,Unknown,,BenchMark Incentives,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,75440
Grossman Company Properties,https://grossmancompany.com,United States,37,Unknown,,Home | Grossman Company Properties,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,75449
QM Resorts,https://qmresorts.com,United States,30,Unknown,,QM Resorts – Book your next family vacation at QM Resorts! Enjoy Luxury Resort Accommodations with superior customer service. Book today!,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,75450
Nugios Technology,https://nugios.com,United States,55,Unknown,,Home - Nugios Technology,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,75457
"Marc-Henry Cruise Holdings LTD, Joint Owner/Operator of Four Seasons Yachts",https://fourseasonsyachts.com,United States,68,Unknown,,"Four Seasons Yachts | A New Category, Redefining Luxury Travel",Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,75461
Robinson Rancheria Resort & Casino,https://rrrc.com,United States,100,Unknown,,Home - Robinson Rancheria Resort & Casino,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,75517
Mount Madonna Center,https://mountmadonna.org,United States,17,Unknown,,Mount Madonna | Holding Space for Personal Transformation,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,75589
Bench Africa,https://benchafrica.com,Australia,17,Unknown,,African Safaris & Tours - Bench Africa – Bench International,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,75592
Meadow Lake Resort,https://meadowlake.com,United States,38,Unknown,,Meadow Lake Resort & Condos - Good Times In The Flathead Valley,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,75654
scott enterprises,https://visitscott.com,United States,150,Unknown,,"Hospitality Company in Erie, PA - Scott Enterprises",Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,75655
322 Hospitality Group,https://322hg.com,United States,17,Unknown,,"The 322 Hospitality Group | Grand Forks, ND",Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,75723
Teens of Color Abroad,https://teensofcolorabroad.org,United States,20,Unknown,,Teens of Color Abroad,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,75771
Zingerman's,https://zingermanscommunity.com,United States,290,Unknown,,Zingerman's Community of Businesses – inside the center of the gastro-deli universe,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,75772
FCM Homes,https://frenchcowboys.com,United States,21,Unknown,,French Cowboys,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,75812
Aeropuerto Internacional de la Ciudad de México,https://aicm.com.mx,Mexico,480,Unknown,,Aeropuerto Internacional de la Ciudad de México,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,75840
The Darling Hotel,https://thedarlingvisalia.com,United States,22,Unknown,,The Darling Hotel | Official Site,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,75901
sRide Carpool,https://sride.co,United States,28,Unknown,,"sRide : Homepage - sRide : Carpool, Bikepool, Office Ride",Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,75911
Bird Dog Hospitality,https://birddoghospitality.com,United States,19,Unknown,,Bird Dog Hospitality,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,75924
Vantage Aviation,https://vantageair.com,United States,65,Unknown,,Vantage Aviation | Fully Integrated Business Aviation Provider,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,75926
"Transcor, Inc.",https://etranscor.com,United States,11,Unknown,,Etranscor,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,76124
Almanac Hotels,https://almanachotels.com,Austria,82,Unknown,,Almanac Hotels | Luxury Boutique Hotel Chain in Europe,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,76190
The Ranch at Laguna Beach,https://theranchlb.com,United States,120,Unknown,,Laguna Beach Hotels | The Ranch at Laguna Beach | Hotels in Laguna,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,76195
JoopiterX,https://joopiterx.com,United States,12,Unknown,,Welcome to JoopiterX,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,76197
Crown Group of Hotels Inc.,https://crownhotels.ca,Canada,22,Unknown,,Crown Group of Hotels | Crown Group of Hotels - Hospitality industry's dependable and growth oriented organization,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,76265
Inn at Bay Harbor,https://innatbayharbor.com,United States,76,Unknown,,Boutique Hotel on Lake Michigan | Inn at Bay Harbor,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,76294
"Mickey Guru Travel Company, LLC",https://mickeyguru.com,United States,12,Unknown,,Disney Vacations and much more - Mickey Guru Travel Company,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,76297
SkyHop Global LLC,https://skyhopglobal.com,United States,180,Unknown,,SkyHop Global,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,76360
Wanderlust Adventures,https://thewanderlustadventure.com,United States,21,Unknown,,HOME | Mysite,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,76408
Westford Regency Inn & Conference Center,https://westfordregency.com,United States,32,Unknown,,Westford Regency Inn - Elegant & Full-Service Hotel in Westford MA,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,76442
Grass Valley Courtyard Suites,https://gvcourtyardsuites.com,United States,11,Unknown,,Luxury Boutique Hotel | Grass Valley Courtyard Suites,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,76460
"Tink''s Magical Vacations, LLC.",https://tinksmagicalvacations.com,United States,26,Unknown,,Tink's Magical Vacations - Tink's Magical Vacations ,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,76475
aliveXperiences,https://alivexperiences.com,United States,15,Unknown,,"AliveXperiences, bespoke European Travel Experiences, based in the US, Europe and Asia",Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,76493
Abbey Road Farm,https://abbeyroadfarm.com,United States,15,Unknown,,Home - Abbey Road Farm,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,76557
Inn Cahoots,https://inncahoots.com,United States,11,Unknown,,Inn Cahoots | Group Travel Hotel & Event Space,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,76561
Vantage Travel,https://africantravelinc.com,United States,29,Unknown,,Luxury  African Safaris and Tours | African Travel Inc.,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,76593
"Krisnik Management & Development, Inc.",https://krisnikhotels.com,United States,12,Unknown,,"Home | Krisnik, Inc. ",Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,76730
The Club at New Seabury,https://newseabury.com,United States,120,Unknown,,The Club at New Seabury - Private Country Club Cape Cod,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,76928
Refined Hospitality,https://refinedhospitality.com,United States,19,Unknown,,"Refined Hospitality | Consulting, Development, Management",Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,76967
Vertex Hotel Group,https://vhg.com.ua,Ukraine,30,Unknown,,Vertex Hotel Group | VHG,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,76973
Bradenton Area Convention and Visitors Bureau,https://bradentongulfislands.com,United States,22,Unknown,,Bradenton Gulf Islands: Florida Vacations | Florida Islands,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,77061
DB RRTS Operations India Private Limited,https://db-rrts.in,United States,520,Unknown,,DB RRTS,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,77083
Amalfi Jets,https://amalfijets.com,United States,38,Unknown,,"Amalfi Jets | Private Jet Charter Flights, Jet Card Program & Memberships",Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,77119
Borton Volvo,https://borton.com,United States,46,Unknown,,Borton – Kjell Bergh's Borton Companies,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,77122
Whitefish Properties LLC,https://crosslakereservations.com,United States,11,Unknown,,Whitefish Lodge & Manhattan Beach Lodge | Crosslake Reservations,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,77126
Voyage Régence,https://voyageregence.com,Canada,38,Unknown,,Voyage Régence,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,77164
Silver Hotel Group,https://silverhotelgroup.com,Canada,130,Unknown,,"Silver Hotel Group - Hotel Investment, Development, Management",Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,77199
Million Air Dallas,https://millionairdallas.com,United States,67,Unknown,,Private Jet Services Dallas - Award-Winning FBO & MoreMillion Air Dallas,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,77288
Raldex Hospitality,https://raldex.com,United States,34,Unknown,,"Raldex Hospitality – Florence, SC",Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,77380
Kirkwood Collection,https://kirkwoodcollection.com,United States,23,Unknown,,Kirkwood Collection | Luxury Boutique Hotels in California | Official,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,77414
Sports Travel Group,https://sportstravel.group,United Kingdom,19,Unknown,,Sports Travel Group,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,77415
Lothian Community Transport Services,https://lcts.org.uk,United Kingdom,13,Unknown,,LCTS,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,77554
Nativity Pilgrimage,https://nativitypilgrimage.com,United States,16,Unknown,,Nativity Pilgrimage – Where Faith Meets Adventure,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,78030
Gamston Aviation Ltd,https://retfordairport.co.uk,United Kingdom,14,Unknown,,Retford Gamston Airport,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,78083
ITC Corporation,https://bestitc.com,United States,95,Unknown,,ITC Travel Agency | Travel,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,78089
Paradise Guest Ranch,https://paradiseranch.com,United States,20,Unknown,,Home | Paradise Guest Ranch,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,78090
Paradise Travel,https://gotravelsouthwest.co.uk,United States,38,Unknown,,GoTravel - Travel Agents Barnstaple North Devon,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,78117
Indigenous Tourism Ontario,https://indigenoustourismontario.ca,Canada,12,Unknown,,Indigenous Tourism Ontario,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,78142
Quail Valley Golf Club~River Club~The Pointe,https://quailvalleygolfclub.com,United States,79,Unknown,,Home - Quail Valley Golf Club,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,78202
Prime Tours,https://primetours.co.za,United States,21,Unknown,,Customised Private Tours of Cape Town - Prime Tours,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,78208
Heaven Holdings,https://heavenrwanda.com,United States,39,Unknown,,"Heaven Rwanda | Boutique Hotel, Retreat & Restaurant | Kigali",Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,78213
Ale-8-One Bottling Company,https://ale-8-one.com,United States,77,Unknown,,Ale-8-One,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,78244
Regional Transportation Authority of Northeastern Illinois (RTA),https://rtachicago.org,United States,210,Unknown,,Home | Regional Transportation Authority,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,78268
Shenandoah Valley Battlefields Foundation,https://shenandoahatwar.org,United States,15,Unknown,,Shenandoah Valley Battlefields National Historic District,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,78348
Western Aircraft,https://westair.com,United States,250,Unknown,,"Aircraft Services & Management | Western Aircraft | Boise, ID",Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,78416
InterContinental London - The O2,https://iclondon-theo2.com,United Kingdom,200,Unknown,,InterContinental London - The O2 | Luxury Hotel in Greenwich | IHG,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,78436
River Link Hotels,https://riverlinkhotels.com,United States,11,Unknown,,"River Link Hotels | Hotel Investment, Hotel Development, and Hotel Management Company",Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,78466
Blue Suede Hospitality Group,https://staybluesuede.com,United States,22,Unknown,,Blue Suede Hospitality Group,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,78527
Premier Luxury Suites,https://premierluxury.com,United States,12,Unknown,,Premier Luxury Suites - Furnished Housing,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,78532
MobileNetwork24.com,https://mobilenetwork24.com,United States,15,Unknown,,Home Page - Mobile 24 Network,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,78538
A Foreign Affair,https://aforeignaffair.com,United States,16,Unknown,,A Foreign Affair - Russian Women - Asian Women - Latin Women - A Foreign Affair Dating Service,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,78542
KLA-MO-YA Casino Corp.,https://klamoyacasino.com,United States,29,Unknown,,KLA-MO-YA Casino - Home,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,78586
Lodging One Hospitality,https://lodgingone.com,United States,17,Unknown,,Home - Lodging One Hospitality,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,78599
"Lamont Companies, Inc.",https://lamontcompanies.com,United States,46,Unknown,,"Lamont Companies | Aberdeen, SD",Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,78674
Castle Hotel & Spa,https://castlehotelandspa.com,United States,43,Unknown,,castlehotelandspa.com,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,78714
Green Lake Conference Center & Lakeside Hotel,https://glcc.org,United States,54,Unknown,,Home - Green Lake Conference Center,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,78718
Keewatin Air LP,https://keewatinair.ca,Canada,190,Unknown,,Keewatin Air LP | Kivalliq Air | Nunavut Lifeline: HOME,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,78782
Bonhomme Hospitality Group,https://bonhommegroup.com,United States,34,Unknown,,Bonhomme Group,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,78802
Above & Beyond Cancer,https://aboveandbeyondcancer.org,United States,15,Unknown,,ABOVE + BEYOND CANCER,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,78875
arcana,https://findarcana.com,Canada,15,Unknown,,arcana - Return to the SuperNatural,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,78916
RRI WEST MANAGEMENT,https://westhotelgroup.com,United States,23,Unknown,,Jobs | West Hotel Group,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,78931
WYANDOTTE TRIBE OF OKLAHOMA,https://wtok.org,United States,22,Unknown,,"

",Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,78955
Alexis Park All Suite Resort,https://alexispark.com,United States,73,Unknown,,"Alexis Park Resort | Las Vegas All-Suite, Non-Gaming Hotel",Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,78962
Avalon Hotel Group,https://avalonhotelgroup.com,United States,26,Unknown,,Home | Avalon Hotel Group,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,78992
Blue Chip Hospitality Group,https://bchgrp.com,United States,11,Unknown,,Sports Hospitality Company | Blue Chip Hospitality Group,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,79045
Km Resorts Of America Inc,https://kmresorts.com,United States,20,Unknown,,Best RV camping in Washington and beyond | KM Resorts,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,79063
SAVA One / Aquila Lodging,https://savaone.com,United States,15,Unknown,,Home - SAVA Holdings Ltd,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,79108
The Friedkin Group,https://friedkin.com,United States,450,Unknown,,The Friedkin Group - Home,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,79192
"PSA Airlines, Inc.",https://psaairlines.com,United States,2900,Unknown,,Home | PSA Airlines,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,79215
"Feather Falls Casino, Lodge & Brewing Co.",https://featherfallscasino.com,United States,160,Unknown,,Feather Falls Casino – Feather Falls Casino,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,79336
Lexima Hotel Management Services,https://leximalodging.com,United States,44,Unknown,,Hotel Management | Lexima Hotel Management Services | United States,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,79431
royal travel & tours,https://royal-travel.com,United States,46,Unknown,,Royal Travel Home | Royal Travel,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,79492
Infinity Travel,https://infinity.by,Belarus,46,Unknown,,Infinity Travel 🌞 подбор тура с оформлением визы,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,79550
Educational Travel Consultants,https://educationaltravelconsultants.com,United States,14,Unknown,,"Student travel, Student trips, Washington D.C., NYC | Educational Travel Consultants",Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,79591
Exec 1 Aviation,https://exec1aviation.com,United States,30,Unknown,,"EXEC 1 AVIATION l Private jet travel, customized just for you.",Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,79618
True Key Hotels & Resorts Ltd.,https://truekeyhotelsandresorts.com,Canada,29,Unknown,,Resort Management | True Key Hotels & Resorts Home,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,79625
Titan Hotel Group,https://titanhotelgroup.com,United States,53,Unknown,,Titan Hospitality Management & Development,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,79634
The Inn at Villanova University,https://theinnatvillanova.com,United States,24,Unknown,,The Inn At Villanova University | The Inn at Villanova,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,79739
Dream of Italy,https://dreamofitaly.com,United States,12,Unknown,,Home - Dream of Italy,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,79742
"Marquette Hotel Minneapolis, Curio Collection by Hilton",https://themarquettehotel.com,United States,11,Unknown,,The Marquette Hotel - A Luxury Downtown Minneapolis Hotel,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,79783
Mondial GmbH & Co. KG,https://mondial-travel.com,Austria,56,Unknown,,Home | Mondial Travel,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,79845
Independence Visitor Center Corporation,https://phlvisitorcenter.com,United States,46,Unknown,,Philadelphia Visitor Center | Plan Your Trip to Philly,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,79850
Ironwave Hospitality,https://ironwavehospitality.com,United States,11,Unknown,,Ironwave Hospitality - About,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,79913
The Inns of Sanibel,https://theinnsofsanibel.com,United States,16,Unknown,,Sanibel Island Hotels & Resorts: The Inns of Sanibel,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,79915
Endeavor Air,https://endeavorair.com,United States,2800,Unknown,,Home | Endeavor Air,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,80005
McMullen & Sons Ltd,https://mcmullens.co.uk,United Kingdom,630,Unknown,,Home - McMullen,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,80078
Wavemaker Hospitality,https://wavemakerhospitality.com,Cyprus,44,Unknown,,"Wavemaker Hospitality - Hotel Management Company in Greece, Cyprus & Egypt",Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,80102
Travel 6 Degrees,https://travel6degrees.com,United Kingdom,11,Unknown,,6 Degrees,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,80118
The Horse & Jockey,https://horseandjockeystapleford.co.uk,United Kingdom,25,Unknown,,The Horse & Jockey | Restaurant | Hotel | Stapleford,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,80158
Broadwick Soho,https://broadwicksoho.com,United Kingdom,85,Unknown,,Luxury Hotel London Soho | Broadwick Soho Hotel,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,80263
Elite Casino Resorts,https://elitecasinoresorts.com,United States,72,Unknown,,Elite Casino Resorts®,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,80434
Ingenia Communities Group,https://ingeniacommunities.com.au,Australia,1300,Unknown,,Ingenia Communities | Lifestyle and Holiday Communities,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,80488
